DATE,"Bollinger bands, mean",Accumulation/Distribution,"Bollinger bands, lower band",MA Exponential,"Envelopes, fist number",Index performance,"MA Convergence/Divergence, first number",Momentum,"Price Channels, first number",Parabolic SAR,SALDO,CHANGE_MONEY,CHANGE_GOV_REMAINS_BR,MOVING_DEBT,CHANGE_BANKS_DEBT,CHANGE_BANKS_REPO_DEBT,MINFIN_FORCURR_OPERATIONS,BR_REG_RESERVES,BR_NETTO,MOSPRIME_ONE_DAY,MOSPRIME_ONE_WEEK,MOSPRIME_TWO_WEEKS,MOSPRIME_ONE_MONTH,MEAN_REPO_KSU_DAY,MEAN_REPO_KSU_WEEK,ROISFIX_ONE_WEEK,ROISFIX_TWO_WEEKS,ROISFIX_ONE_MONTH,MEAN_RTSI,RUONIA,RUREPO_ON,RUREPO_WEEK,RUREPO_TWO_WEEKS,RUREPO_MONTH
2017-12-07,7.9085,-1115430000000.0,7.9085,7.959039999999999,7.9085,-2.30304,0.012190543333333333,0.02,8.025,7.47624,121.5,-52.8,84.2,0.0,0.0,12.0,5.9,0.0,-1.3,8.42,8.39,8.39,8.38,8.2,8.08,7.97,7.95,7.89,1123.295,8.11,8.51,8.59,8.68,8.72
2017-12-08,7.9085,-1115430000000.0,7.9085,7.959039999999999,7.9085,-2.30304,0.012190543333333333,0.02,8.025,7.47624,122.3,-54.6,619.7,0.0,0.0,3.0,12.8,0.0,-0.3,8.4,8.41,8.38,8.38,8.120000000000001,8.115,7.97,7.95,7.89,1120.555,8.09,8.51,8.59,8.68,8.72
2017-12-10,7.913499999999999,-1173270000000.0,7.913499999999999,7.91723,7.913499999999999,-7.46627,0.0015213126666666667,0.15,8.025,7.562139999999999,122.3,-54.6,619.7,0.0,0.0,3.0,12.8,0.0,-0.3,8.4,8.41,8.38,8.38,8.120000000000001,8.115,7.97,7.95,7.89,1120.555,8.09,8.51,8.59,8.68,8.72
2017-12-11,7.8934999999999995,-1223740000000.0,7.8934999999999995,7.78378,7.8935,-12.4068,-0.03141840666666667,-0.65,7.9,8.55,122.1,-6.5,80.9,0.0,22.0,-1.3,12.7,0.0,-584.4,8.37,8.34,8.34,8.37,8.059999999999999,8.11,7.96,7.95,7.89,1132.485,7.98,8.53,8.63,8.82,8.93
2017-12-12,7.8885000000000005,-1234480000000.0,7.8885000000000005,7.81703,7.8885000000000005,-0.42442799999999997,-0.022212466666666666,-0.05,7.9,8.524,121.3,-23.2,96.5,18.0,0.0,46.1,12.7,0.0,5.1,8.26,8.33,8.33,8.36,8.015,8.07,7.98,7.94,7.9,1149.8049999999998,7.99,8.43,8.54,8.63,8.66
2017-12-13,7.891000000000001,-1213620000000.0,7.891000000000001,7.89562,7.891,1.2693,-0.0019726066666666668,0.05,7.835,8.49852,732.1,-31.7,-260.7,-40.0,-110.8,-129.3,12.6,0.1,-14.9,8.24,8.31,8.33,8.36,8.0,8.035,7.99,7.94,7.9,1143.0925,7.97,8.46,8.58,8.74,8.85
2017-12-14,7.866,-1261280000000.0,7.866,7.7165,7.866,-15.0909,-0.04576163333333333,-1.0,7.65,8.47355,350.4,-52.0,-144.0,0.0,0.0,0.0,12.8,0.0,262.7,8.21,8.24,8.29,8.33,8.094999999999999,8.02,7.95,7.91,7.88,1149.0825,7.85,8.43,8.57,8.76,8.87
2017-12-15,7.866,-1261280000000.0,7.866,7.7165,7.866,-15.0909,-0.04576163333333333,-1.0,7.65,8.47355,473.5,-56.6,145.1,0.0,0.0,-100.1,12.6,0.3,-72.7,8.26,8.26,8.28,8.28,8.024999999999999,7.89,7.93,7.9,7.87,1149.3325,7.9,8.46,8.55,8.61,8.65
2017-12-17,7.843,-1304740000000.0,7.843,7.6532,7.843,-3.43451,-0.059594133333333334,-0.6,7.65,8.41461,473.5,-56.6,145.1,0.0,0.0,-100.1,12.6,0.3,-72.7,8.26,8.26,8.28,8.28,8.024999999999999,7.89,7.93,7.9,7.87,1149.3325,7.9,8.46,8.55,8.61,8.65
2017-12-18,7.758500000000001,-1346960000000.0,7.758500000000001,7.404560000000001,7.7585,-20.3163,-0.11836726666666665,-1.44,7.23,8.35802,531.5,-1.3,260.1,0.0,0.0,201.0,12.7,-5.6,71.6,7.92,7.96,7.99,7.95,7.734999999999999,7.72,7.79,7.77,7.75,1148.5775,7.54,8.14,8.21,8.26,8.32
2017-12-19,7.725999999999999,-1412550000000.0,7.725999999999999,7.39365,7.726,-4.6404,-0.11638603333333332,-0.61,7.23,8.22614,131.0,-8.2,59.0,0.0,0.0,-77.2,12.7,0.1,9.9,7.93,7.91,7.91,7.9,7.61,7.71,7.7,7.69,7.67,1141.17,7.48,8.08,8.12,8.12,8.17
2017-12-20,7.734000000000001,-1430740000000.0,7.734000000000001,7.46692,7.734,1.14819,-0.09322673333333335,0.26,7.22,6.16,412.8,-13.5,-219.4,-45.5,-13.3,-150.3,12.7,0.0,73.4,7.9,7.91,7.91,7.9,7.609999999999999,7.645,7.62,7.62,7.6,1132.37,7.5,8.04,8.08,8.12,8.17
2017-12-21,7.689,-1477880000000.0,7.689,7.373530000000001,7.689,-10.4938,-0.1114662,-1.11,7.22,6.2018,140.8,-37.3,199.2,0.0,0.0,158.0,12.7,0.0,9.8,7.88,7.91,7.91,7.9,7.6850000000000005,7.68,7.62,7.61,7.6,1126.8125,7.5,8.04,8.08,8.12,8.17
2017-12-22,7.689,-1477880000000.0,7.689,7.373530000000001,7.689,-10.4938,-0.1114662,-1.11,7.22,6.2018,330.8,-55.4,3.1,0.0,9.5,-127.0,12.6,0.0,-156.3,7.89,7.91,7.91,7.9,7.695,7.695,7.61,7.6,7.58,1133.2250000000001,7.54,8.04,8.08,8.12,8.17
2017-12-24,7.6915000000000004,-1473380000000.0,7.6915000000000004,7.508830000000001,7.6915,4.55305,-0.07260059666666667,-0.05,7.235,6.24276,330.8,-55.4,3.1,0.0,9.5,-127.0,12.6,0.0,-156.3,7.89,7.91,7.91,7.9,7.695,7.695,7.61,7.6,7.58,1133.2250000000001,7.54,8.04,8.08,8.12,8.17
2017-12-25,7.5865,-1508850000000.0,7.5865,7.219060000000001,7.5865,-29.1336,-0.13942086666666667,-1.96,7.16,8.31,482.5,-9.4,-579.8,0.0,0.0,-51.3,0.0,0.0,136.0,7.98,7.95,7.93,7.91,7.89,7.73,7.6,7.59,7.58,1141.5725000000002,7.84,8.07,8.1,8.12,8.17
2017-12-26,7.511500000000001,-1492510000000.0,7.511500000000001,7.07525,7.5115,-17.2592,-0.16806046666666666,-1.25,5.655,8.31,265.2,-34.3,638.6,221.7,0.0,181.7,25.3,0.0,39.9,7.98,7.98,7.94,7.91,7.795,7.745,7.6,7.59,7.58,1143.5900000000001,7.58,8.17,8.24,8.23,8.23
2017-12-27,7.461500000000001,-1512420000000.0,7.461500000000001,7.0602,7.4615,-9.99592,-0.1636713,-0.25,5.655,8.0976,718.8,-65.5,119.0,-32.4,0.0,-120.0,12.6,0.0,-22.4,7.98,7.98,7.93,7.91,7.57,7.745,7.58,7.58,7.57,1148.51,7.41,8.13,8.24,8.23,8.23
2017-12-28,7.413999999999999,-1528930000000.0,7.413999999999999,7.028160000000001,7.414,-11.7778,-0.1631635,-1.05,5.655,7.8937,745.1,-103.8,97.0,0.0,30.0,-101.6,12.7,0.0,-196.6,7.82,7.85,7.84,7.86,7.455,7.745,7.57,7.57,7.55,1148.5349999999999,7.19,8.14,8.2,8.21,8.21
2017-12-29,7.413999999999999,-1528930000000.0,7.413999999999999,7.028160000000001,7.414,-11.7778,-0.1631635,-1.05,5.655,7.8937,941.3,-5.5,183.8,0.0,0.0,0.0,12.7,0.0,-471.6,7.82,7.69,7.75,7.84,6.515000000000001,7.745,7.54,7.55,7.55,1150.68,7.19,8.11,8.19,8.2,8.2
2018-01-03,7.216000000000001,-1528930000000.0,7.216000000000001,6.42253,7.216,-1.9899,-0.303529,-4.21,5.655,7.76,941.3,-5.5,183.8,0.0,0.0,0.0,12.7,0.0,-471.6,— ,— ,— ,— ,3.09,3.25,7.54,7.55,7.55,1168.75,7.38,8.11,8.19,8.2,8.2
2018-01-04,7.0409999999999995,-1528930000000.0,7.0409999999999995,5.93802,7.041,-0.485637,-0.40906266666666663,-3.0,5.655,7.69,941.3,-5.5,183.8,0.0,0.0,0.0,12.7,0.0,-471.6,— ,— ,— ,— ,5.33,7.745,7.54,7.55,7.55,1199.6100000000001,7.38,8.11,8.19,8.2,8.2
2018-01-05,7.0409999999999995,-1528930000000.0,7.0409999999999995,5.93802,7.041,-0.485637,-0.40906266666666663,-3.0,5.655,7.69,941.3,-5.5,183.8,0.0,0.0,0.0,12.7,0.0,-471.6,— ,— ,— ,— ,5.33,7.745,7.54,7.55,7.55,1216.2175000000002,7.38,8.11,8.19,8.2,8.2
2018-01-08,6.985499999999999,-1528430000000.0,6.985499999999999,6.1504199999999996,6.9855,-9.771510000000001,-0.33848933333333336,-0.4,5.655,3.0,941.3,-5.5,183.8,0.0,0.0,0.0,12.7,0.0,-471.6,— ,— ,— ,— ,5.33,7.745,7.54,7.55,7.55,1216.2175000000002,7.38,8.11,8.19,8.2,8.2
2018-01-09,6.9105,-1570160000000.0,6.9105,6.24033,6.9105,-15.3728,-0.2990772666666666,0.19,5.655,3.0932,1349.0,306.1,-228.2,15.8,0.0,0.0,0.0,0.0,-845.1,7.72,7.78,7.79,7.84,7.275,7.535,7.56,7.56,7.55,1228.0425,6.88,8.05,8.11,8.12,8.17
2018-01-10,6.8495,-1605480000000.0,6.8495,6.35227,6.8495,-5.1936,-0.25486921,-0.55,5.655,3.18454,1679.9,38.4,-80.2,-39.0,-26.6,20.0,0.0,0.0,1449.6,7.53,7.76,7.78,7.82,7.085,7.35,7.53,7.53,7.55,1231.8600000000001,7.16,7.89,7.95,8.0,8.1
2018-01-11,6.796499999999999,-1638860000000.0,6.796499999999999,6.41981,6.7965,-9.25746,-0.22273323333333336,-1.07,5.5,3.27405,240.0,-2.9,-19.9,0.0,0.0,-20.0,0.0,0.0,16.2,7.5,7.73,7.78,7.82,7.105,7.27,7.41,7.46,7.5,1239.43,7.04,7.84,7.92,8.0,8.11
2018-01-12,6.796499999999999,-1638860000000.0,6.796499999999999,6.41981,6.7965,-9.25746,-0.22273323333333336,-1.07,5.5,3.27405,202.0,-11.1,-62.2,0.0,-79.6,0.0,0.0,0.0,15.2,7.42,7.69,7.77,7.81,7.12,7.25,7.37,7.43,7.46,1254.6175,7.0,7.81,7.91,7.99,8.1
2018-01-14,6.8,-1662440000000.0,6.8,6.59985,6.8,2.74555,-0.16396013333333334,0.32,5.5,3.36176,202.0,-11.1,-62.2,0.0,-79.6,0.0,0.0,0.0,15.2,7.42,7.69,7.77,7.81,7.12,7.25,7.37,7.43,7.46,1254.6175,7.0,7.81,7.91,7.99,8.1
2018-01-15,6.7410000000000005,-1696870000000.0,6.7410000000000005,6.63388,6.741,-6.904089999999999,-0.14326666666666665,-1.28,6.0,3.5472900000000003,190.2,30.6,-115.8,0.0,0.0,0.0,0.0,0.0,-14.6,7.38,7.7,7.78,7.82,7.21,7.285,7.3,7.35,7.38,1264.595,7.0,7.82,7.91,7.99,8.1
2018-01-16,6.6754999999999995,-1750530000000.0,6.6754999999999995,6.6871,6.6755,-8.729439999999999,-0.11899400000000003,0.84,6.0,3.7254,206.4,8.0,219.4,0.0,0.0,-40.9,15.1,0.0,-5.8,7.36,7.68,7.76,7.81,7.355,7.4,7.25,7.29,7.32,1259.4575,7.02,7.8,7.88,7.94,8.06
2018-01-17,6.643000000000001,-1806730000000.0,6.643000000000001,6.619680000000001,6.643000000000001,-16.2222,-0.12571143333333332,-0.15,6.0,3.8963900000000002,-477.2,-4.0,-154.6,-40.9,25.7,0.0,15.1,0.0,-666.7,7.35,7.68,7.74,7.79,7.32,7.41,7.22,7.24,7.25,1256.2050000000002,6.98,7.77,7.88,7.94,8.06
2018-01-18,6.6275,-1783540000000.0,6.6275,6.71375,6.6274999999999995,-1.60217,-0.09296233333333333,0.09,6.0,4.06053,170.9,-2.3,26.3,0.0,0.0,0.0,15.2,0.0,1.7,7.38,7.68,7.74,7.79,7.28,7.315,7.2,7.23,7.23,1272.75,7.07,7.77,7.87,7.93,8.04
2018-01-19,6.6275,-1783540000000.0,6.6275,6.71375,6.6274999999999995,-1.60217,-0.09296233333333333,0.09,6.0,4.06053,200.3,4.2,82.4,0.0,0.0,-31.9,15.1,0.0,16.0,7.42,7.67,7.73,7.78,7.1899999999999995,7.234999999999999,7.18,7.21,7.2,1275.33,7.01,7.81,7.91,7.97,8.09
2018-01-21,6.656999999999999,-1773090000000.0,6.656999999999999,6.771,6.657,-5.1205,-0.07075533333333332,0.1,7.15,4.21811,200.3,4.2,82.4,0.0,0.0,-31.9,15.1,0.0,16.0,7.42,7.67,7.73,7.78,7.1899999999999995,7.234999999999999,7.18,7.21,7.2,1275.33,7.01,7.81,7.91,7.97,8.09
2018-01-22,6.617000000000001,-1819230000000.0,6.617000000000001,6.7268,6.616999999999999,-9.35645,-0.07475056666666667,2.55,7.175,4.3693800000000005,185.1,54.6,34.2,0.0,0.0,0.0,15.1,-0.1,-34.5,7.4,7.62,7.69,7.76,7.25,7.325,7.18,7.19,7.19,1277.525,7.01,7.83,7.91,7.96,8.07
2018-01-23,6.544,-1870320000000.0,6.544,6.641439999999999,6.544,-14.3714,-0.0892489,2.3,7.15,4.51461,219.8,42.1,8.7,6.4,0.0,-0.3,15.1,0.5,-4.9,7.39,7.61,7.68,7.73,7.025,7.3,7.18,7.19,7.19,1284.29,6.95,7.82,7.91,7.96,8.07
2018-01-24,6.559,-1865180000000.0,6.559,6.77315,6.559,2.51163,-0.050205999999999994,0.3,7.15,4.6540300000000006,110.4,28.1,-267.5,-40.9,-134.0,0.2,15.1,-0.5,-185.3,7.36,7.58,7.64,7.72,6.975,7.23,7.17,7.18,7.18,1285.745,6.93,7.8,7.87,7.97,8.08
2018-01-25,6.494,-1875230000000.0,6.494,6.76852,6.494,-4.23148,-0.046271299999999994,0.15,7.15,4.78786,294.9,15.6,-752.7,0.0,0.0,-0.2,15.1,0.0,137.0,7.38,7.58,7.63,7.7,7.08,7.155,7.16,7.17,7.17,1304.2775000000001,7.21,7.76,7.84,7.97,8.08
2018-01-26,6.494,-1875230000000.0,6.494,6.76852,6.494,-4.23148,-0.046271299999999994,0.15,7.15,4.78786,159.4,5.0,62.4,0.0,20.0,-0.2,15.0,0.0,142.6,7.48,7.59,7.63,7.7,7.265000000000001,7.32,7.16,7.17,7.16,1295.0874999999999,7.25,7.82,7.85,7.95,8.08
2018-01-28,6.516000000000001,-1917540000000.0,6.516000000000001,6.71482,6.516,-11.5154,-0.054946833333333334,-0.3,6.904999999999999,4.91635,159.4,5.0,62.4,0.0,20.0,-0.2,15.0,0.0,142.6,7.48,7.59,7.63,7.7,7.265000000000001,7.32,7.16,7.17,7.16,1295.0874999999999,7.25,7.82,7.85,7.95,8.08
2018-01-29,6.516000000000001,-1961520000000.0,6.516000000000001,6.67185,6.516,-12.175,-0.0610241,-0.19,6.885,5.0397,17.4,41.4,-54.6,0.0,0.0,0.0,15.1,0.0,-99.1,7.52,7.58,7.62,7.68,7.300000000000001,7.275,7.17,7.17,7.16,1281.0649999999998,7.35,7.83,7.86,7.96,8.09
2018-01-30,6.4944999999999995,-2004560000000.0,6.4944999999999995,6.65148,6.4944999999999995,-12.9683,-0.06155750000000001,-0.75,6.93,5.15811,118.6,28.4,557.2,183.1,0.0,200.0,15.2,0.0,-93.6,7.57,7.59,7.61,7.68,7.33,7.355,7.17,7.17,7.16,1276.6925,7.37,7.8,7.85,7.94,8.07
2018-01-31,6.474499999999999,-2044690000000.0,6.474499999999999,6.6211899999999995,6.4745,-14.1418,-0.06466143333333334,-0.27,6.965,5.271780000000001,203.3,15.2,46.3,9.2,80.0,-200.0,15.0,0.0,-1.9,7.53,7.58,7.61,7.68,7.37,7.4,7.18,7.18,7.17,1277.36,7.12,7.8,7.89,7.96,8.09
2018-02-01,6.628,-2075270000000.0,6.628,6.71095,6.628,-3.73766,-0.03822046666666667,0.17,6.965,5.38091,209.7,-19.0,38.4,0.0,0.0,0.0,15.1,0.0,-497.5,7.56,7.61,7.6,7.68,7.385,7.295,7.19,7.18,7.16,1288.7275,7.26,7.79,7.87,7.95,8.08
2018-02-02,6.628,-2075270000000.0,6.628,6.71095,6.628,-3.73766,-0.03822046666666667,0.17,6.965,5.38091,96.5,-26.3,179.0,0.0,5.0,0.0,15.1,0.0,-21.5,7.52,7.58,7.59,7.66,7.25,7.215,7.2,7.17,7.13,1284.52,7.09,7.79,7.87,7.95,8.08
2018-02-04,6.733,-2109680000000.0,6.733,6.588760000000001,6.7330000000000005,-20.6754,-0.06492040333333333,-0.25,6.8149999999999995,5.48568,96.5,-26.3,179.0,0.0,5.0,0.0,15.1,0.0,-21.5,7.52,7.58,7.59,7.66,7.25,7.215,7.2,7.17,7.13,1284.52,7.09,7.79,7.87,7.95,8.08
2018-02-05,6.683,-2132150000000.0,6.683,6.47101,6.683,-21.3869,-0.08982956666666665,-1.09,6.5649999999999995,8.0,727.8,10.7,122.4,0.0,0.0,0.0,15.1,0.0,-209.0,7.5,7.53,7.55,7.61,7.145,7.26,7.2,7.15,7.11,1263.54,7.19,7.78,7.86,7.94,8.07
2018-02-06,6.703,-2136730000000.0,6.703,6.576810000000001,6.703,-3.8663800000000004,-0.058883866666666666,0.0,6.5649999999999995,7.95,941.4,-1.0,124.7,21.8,0.0,0.0,15.2,0.0,-140.1,7.53,7.53,7.56,7.61,7.215,7.265,7.18,7.14,7.09,1232.7425,7.23,7.76,7.88,7.96,8.09
2018-02-07,6.718,-2155150000000.0,6.718,6.681439999999999,6.718,-0.43235500000000004,-0.029146099999999998,0.55,6.5649999999999995,7.901,594.1,-22.9,24.9,-35.6,-90.0,0.2,15.3,0.0,404.8,7.49,7.53,7.55,7.59,7.119999999999999,7.154999999999999,7.18,7.14,7.09,1246.1025,7.07,7.74,7.82,7.92,7.98
2018-02-08,6.7235000000000005,-2190540000000.0,6.7235000000000005,6.70516,6.7235,-5.01703,-0.020406866666666672,0.5,6.5649999999999995,7.8529800000000005,192.6,-49.3,94.8,0.0,0.0,0.0,15.7,0.0,13.7,7.46,7.48,7.49,7.54,7.135,7.13,7.18,7.14,7.08,1220.7675,7.06,7.72,7.73,7.8,7.89
2018-02-09,6.7235000000000005,-2190540000000.0,6.7235000000000005,6.70516,6.7235,-5.01703,-0.020406866666666672,0.5,6.5649999999999995,7.8529800000000005,171.6,-40.5,192.8,0.0,110.0,-0.2,16.0,0.0,-77.0,7.44,7.43,7.47,7.52,7.08,7.135,7.16,7.12,7.06,1188.5349999999999,6.99,7.72,7.7,7.79,7.88
2018-02-11,6.6825,-2244560000000.0,6.6825,6.66412,6.6825,-8.19408,-0.028121800000000002,-0.8,6.5649999999999995,7.8059199999999995,171.6,-40.5,192.8,0.0,110.0,-0.2,16.0,0.0,-77.0,7.44,7.43,7.47,7.52,7.08,7.135,7.16,7.12,7.06,1188.5349999999999,6.99,7.72,7.7,7.79,7.88
2018-02-12,6.644000000000001,-2298270000000.0,6.644000000000001,6.5313,6.644,-17.7739,-0.058396866666666665,-0.75,6.5649999999999995,7.7598,255.9,-5.4,82.2,0.0,0.0,0.0,15.8,0.0,21.3,7.21,7.32,7.34,7.4,7.0,7.035,7.08,7.05,7.01,1200.6125,6.78,7.55,7.61,7.72,7.8
2018-02-13,6.6565,-2318670000000.0,6.6565,6.65504,6.6565,1.7366,-0.024630666666666665,0.65,6.5649999999999995,7.71461,231.7,-22.3,-2.1,14.9,0.0,0.0,15.7,0.0,35.6,7.18,7.29,7.32,7.36,6.96,7.029999999999999,7.01,7.01,6.98,1219.22,6.83,7.49,7.58,7.68,7.76
2018-02-14,6.689,-2360720000000.0,6.689,6.72403,6.689,-1.6096700000000002,-0.005426513333333331,0.5,6.5,7.670310000000001,-82.7,-31.1,-213.1,-47.6,5.5,0.0,15.7,-0.2,-238.9,7.26,7.32,7.32,7.35,7.220000000000001,7.125,6.96,6.96,6.94,1234.8849999999998,6.96,7.55,7.6,7.69,7.76
2018-02-15,6.6895,-2416960000000.0,6.6895,6.7992300000000006,6.6895,-3.5901099999999997,0.014513066666666664,0.53,6.5,7.6269100000000005,158.7,-41.7,-60.3,0.0,0.0,0.0,15.7,-1.3,19.0,7.31,7.35,7.34,7.36,7.3149999999999995,7.1899999999999995,6.95,6.94,6.94,1263.22,7.08,7.54,7.6,7.7,7.76
2018-02-16,6.6895,-2416960000000.0,6.6895,6.7992300000000006,6.6895,-3.5901099999999997,0.014513066666666664,0.53,6.5,7.6269100000000005,139.9,-29.1,107.3,-2.1,6.0,0.0,15.5,1.4,-19.0,7.39,7.38,7.38,7.4,7.355,7.325,6.98,6.98,6.96,1265.1325000000002,7.21,7.6,7.66,7.72,7.78
2018-02-18,6.6895,-2471430000000.0,6.6895,6.83938,6.6895,-5.69433,0.0249336,0.5,6.5,7.58437,139.9,-29.1,107.3,-2.1,6.0,0.0,15.5,1.4,-19.0,7.39,7.38,7.38,7.4,7.355,7.325,6.98,6.98,6.96,1265.1325000000002,7.21,7.6,7.66,7.72,7.78
2018-02-19,6.69,-2539550000000.0,6.69,6.7835,6.6899999999999995,-13.4264,0.011077133333333334,-0.51,6.75,7.542680000000001,159.0,22.3,65.8,-0.5,0.0,0.0,0.0,-0.1,-9.6,7.46,7.43,7.43,7.42,7.37,7.38,7.0,6.99,6.97,1260.5325,7.28,7.65,7.69,7.75,7.81
2018-02-20,6.71,-2570690000000.0,6.71,6.7668,6.71,-11.9447,0.007046400000000001,0.6,6.75,7.50183,168.7,8.7,95.4,21.3,0.0,0.0,31.4,0.0,11.8,7.51,7.48,7.47,7.42,7.29,7.26,7.03,7.02,6.99,1261.0325,7.28,7.65,7.69,7.75,7.81
2018-02-21,6.7055,-2608210000000.0,6.7055,6.85544,6.7055,-2.13537,0.028929585666666664,1.21,6.75,5.5,1018.1,-3.8,-37.6,-49.1,-19.4,0.0,15.8,0.0,714.0,7.53,7.52,7.48,7.44,7.155,7.24,7.05,7.02,7.0,1276.5500000000002,7.29,7.65,7.69,7.75,7.81
2018-02-22,6.7055,-2608210000000.0,6.7055,6.85544,6.7055,-2.13537,0.028929585666666664,1.21,6.75,5.5,114.8,-5.3,62.1,-0.8,0.0,150.0,15.7,0.0,-22.5,7.52,7.53,7.48,7.45,7.23,7.26,7.08,7.05,7.02,1291.865,7.23,7.65,7.69,7.75,7.81
2018-02-25,6.7205,-2666820000000.0,6.7205,6.89435,6.7204999999999995,-2.80586,0.0377318,0.05,6.75,5.54,114.8,-5.3,62.1,-0.8,0.0,150.0,15.7,0.0,-22.5,7.52,7.53,7.48,7.45,7.23,7.26,7.08,7.05,7.02,1291.865,7.23,7.65,7.69,7.75,7.81
2018-02-26,6.7155,-2730250000000.0,6.7155,6.79548,6.7155000000000005,-14.9905,0.012119653333333332,-0.7,6.75,5.5792,329.4,64.5,-708.5,0.0,0.0,-50.1,15.7,0.0,246.1,7.56,7.58,7.51,7.48,7.3100000000000005,7.295,7.12,7.08,7.03,1321.8375,7.3,7.61,7.67,7.73,7.79
2018-02-27,6.753,-2719680000000.0,6.753,6.88639,6.753,-0.263845,0.033878533333333335,0.45,7.0,5.61762,84.0,34.1,190.0,23.0,0.0,99.8,15.5,0.0,-72.7,7.56,7.59,7.54,7.53,7.35,7.345000000000001,7.18,7.17,7.11,1321.76,7.45,7.59,7.67,7.75,7.82
2018-02-28,6.767,-2785560000000.0,6.767,6.879110000000001,6.767,-6.33944,0.03070773333333333,0.35,7.0,5.69691,291.9,7.5,-329.1,-49.8,-55.9,-198.5,15.7,0.0,-130.4,7.61,7.62,7.56,7.56,7.41,7.38,7.19,7.19,7.13,1297.14,7.5,7.62,7.68,7.76,7.83
2018-03-01,6.767,-2852460000000.0,6.767,6.80329,6.767,-13.5705,0.010630636666666667,0.5,7.0,5.77303,158.1,-22.2,195.9,0.0,0.0,98.5,15.9,0.0,29.7,7.63,7.63,7.58,7.54,7.375,7.38,7.22,7.21,7.13,1275.6675,7.5,7.63,7.69,7.77,7.84
